#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	wHAXPI032581-18	wHAXPI032582-19	wHAXPI032583-21	wHAXPI032584-22	wHAXPI032585-23	wHAXPI032586-25	wHAXPI032587-26	wHAXPI032588-27	wHAXPI032589-28	wHAXPI032590-29	wHAXPI032591-31	wHAXPI032592-32	wHAXPI032593-34	wHAXPI032594-36	wHAXPI032595-39	wHAXPI032596-40	wHAXPI032597-41	wHAXPI032598-42	wHAXPI032599-45	wHAXPI032600-47	wHAXPI032601-50	wHAXPI032602-54	wHAXPI032603-63	wHAXPI032604-74	wHAXPI032605-75	wHAXPI032606-80	wHAXPI032607-89	wHAXPI032608-111	wHAXPI032609-18	wHAXPI032610-19	wHAXPI032611-21	wHAXPI032612-22	wHAXPI032613-23	wHAXPI032614-24	wHAXPI032615-25	wHAXPI032616-26	wHAXPI032617-27	wHAXPI032618-28	wHAXPI032619-29	wHAXPI032620-32	wHAXPI032621-34	wHAXPI032622-36	wHAXPI032659-39	wHAXPI032660-40	wHAXPI032661-41	wHAXPI032662-42	wHAXPI032663-45	wHAXPI032696-31	wHAXPI032697-24	wHAXPI032780-47	wHAXPI032781-50	wHAXPI032782-54	wHAXPI032783-63	wHAXPI032784-74	wHAXPI032785-75	wHAXPI032786-80	wHAXPI032787-89	wHAXPI032788-111	wHAXPI032789-18	wHAXPI032790-19	wHAXPI032791-21	wHAXPI032792-22	wHAXPI032793-23	wHAXPI032794-24	wHAXPI032795-25	wHAXPI032796-26	wHAXPI032797-27	wHAXPI032798-28	wHAXPI032799-29	wHAXPI032800-31	wHAXPI032801-32	wHAXPI032802-34	wHAXPI032803-36	wHAXPI032804-39	wHAXPI032806-41	wHAXPI032807-42	wHAXPI032808-45	wHAXPI032809-47	wHAXPI032810-50	wHAXPI032811-54	wHAXPI032812-63	wHAXPI032813-74	wHAXPI032814-75	wHAXPI032815-80	wHAXPI032816-89	wHAXPI032817-111	wHAXPI033593-26	wHAXPI033594-31	wHAXPI033598-32	wHAXPI033601-28	wHAXPI033605-29	wHAXPI033606-30	wHAXPI033608-27	wHAXPI033632-52	wHAXPI033633-76	wHAXPI033634-77	wHAXPI033635-78	wHAXPI033636-79	wHAXPI033788-13	wHAXPI033789-15	wHAXPI033790-16	wHAXPI033791-18	wHAXPI033792-19	wHAXPI033793-20	wHAXPI033794-21	wHAXPI033795-22	wHAXPI033796-23	wHAXPI033810-24	wHAXPI033811-25	wHAXPI033812-26	wHAXPI033813-27	wHAXPI033814-28	wHAXPI033815-29	wHAXPI033816-30	wHAXPI033817-31	wHAXPI033818-32	wHAXPI033819-34	wHAXPI033820-35	wHAXPI033821-36	wHAXPI033822-39	wHAXPI033823-40	wHAXPI033824-41	wHAXPI033825-42	wHAXPI033826-45	wHAXPI033827-47	wHAXPI033828-50	wHAXPI033829-54	wHAXPI033830-58	wHAXPI033831-59	wHAXPI033832-61	wHAXPI033833-63	wHAXPI034447-36	wHAXPI034448-37	wHAXPI034449-39	wHAXPI034450-40	wHAXPI034451-47	wHAXPI034452-50	wHAXPI034453-52	wHAXPI034454-53	wHAXPI034455-54	wHAXPI034456-57	wHAXPI034457-58	wHAXPI034458-59	wHAXPI034459-60	wHAXPI034460-61	wHAXPI034461-62	wHAXPI034462-63	wHAXPI034463-68	wHAXPI034464-70	wHAXPI034465-71	wHAXPI034466-72	wHAXPI034467-73	wHAXPI034468-74	wHAXPI034918-16	wHAXPI034919-17	wHAXPI034920-8	wHAXPI034921-9	wHAXPI034922-11	wHAXPI034923-12	wHAXPI034924-13	wHAXPI034925-14	wHAXPI034926-15	wHAXPI037144-8	wHAXPI037145-9	wHAXPI037146-11	wHAXPI037147-12	wHAXPI043592-8	wHAXPI043593-9	wHAXPI043594-11	wHAXPI047830-11	wHAXPI048670-90
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	1133323.0	75404.0	75856.0	1649.0	76643.0	20678.0	335765.0	143183.0	26674.0	0.0	68973.0	193303.0	2897680.0	391636.0	272103.0	169529.0	9783.0	7708.0	737021.0	70524.0	51898.0	28600.0	386853.0	333698.0	1122228.0	341445.0	9248.0	7491.0	14132.0	33083.0	46004.0	109529.0	214682.0	243213.0	751992.0	395017.0	210549.0	107681.0	24714.0	296447.0	290000.0	491235.0	35129.0	177850.0	374653.0	808677.0	67761.0	6473595.0	2140227.0	130729.0	2005325.0	23015.0	2232212.0	85942.0	168919.0	83912.0	6785267.0	23223755.0	4587971.0	308095.0	4795640.0	100081.0	91598.0	210281.0	143814.0	197728.0	234898.0	125668.0	97941.0	244109.0	108556.0	2377268.0	72591.0	787011.0	70976.0	1585680.0	188819.0	434194.0	260285.0	257574.0	225390.0	83349.0	107294.0	12915910.0	7280933.0	130561.0	1143227.0	112584.0	107044.0	5228.0	148688.0	1437549.0	60169.0	103159.0	551998.0	473249.0	94648.0	668472.0	406731.0	6572.0	504368.0	449892.0	421416.0	57785.0	506419.0	78868.0	1305091.0	90948.0	3094118.0	106634.0	1814297.0	46500.0	147138.0	7646922.0	17821.0	65769.0	162773.0	175089.0	659838.0	55011.0	32441.0	1566196.0	328910.0	1134301.0	46752.0	2951200.0	24308.0	362216.0	277359.0	16055.0	6316824.0	18996.0	1039.0	109517.0	240437.0	264832.0	1631594.0	2159777.0	292468.0	17550.0	1912996.0	98564.0	214524.0	156746.0	317672.0	754154.0	865802.0	213956.0	50947.0	344167.0	2957.0	21941.0	710443.0	323728.0	700590.0	1124808.0	504579.0	1608478.0	783474.0	355086.0	777438.0	30000.0	168860.0	526284.0	892269.0	1323499.0	54121.0	70191.0	350608.0	240654.0	3287102.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15093|t__SGB15093	492149.0	0.0	0.0	0.0	714518.0	2819.0	0.0	0.0	0.0	0.0	62987.0	167.0	765986.0	328.0	0.0	412.0	0.0	247.0	275.0	67547.0	106471.0	0.0	0.0	2787.0	0.0	17540.0	0.0	0.0	0.0	0.0	0.0	3836516.0	4210.0	3147.0	2918.0	25385.0	24894.0	4997.0	3536.0	58383.0	2743.0	0.0	0.0	0.0	0.0	0.0	0.0	4106.0	158.0	0.0	0.0	0.0	0.0	0.0	132458.0	100687.0	0.0	0.0	0.0	0.0	0.0	0.0	38892.0	0.0	0.0	0.0	0.0	0.0	17951.0	0.0	87465.0	0.0	0.0	0.0	30200.0	0.0	0.0	0.0	8037.0	0.0	0.0	5618.0	0.0	157.0	0.0	0.0	728.0	553.0	1150.0	998.0	291551.0	260.0	214.0	0.0	0.0	0.0	0.0	32035.0	0.0	0.0	0.0	0.0	0.0	0.0	12474.0	0.0	77705.0	9384.0	0.0	0.0	3283.0	0.0	125039.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21054.0	0.0	0.0	17291.0	0.0	32054.0	0.0	0.0	0.0	74126.0	70668.0	1167.0	2765468.0	1918.0	2282.0	192456.0	1781.0	1588.0	8827.0	0.0	1833.0	61351.0	3219.0	0.0	0.0	0.0	0.0	0.0	0.0	7899.0	163193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266891.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale|t__SGB4933_group	669572.0	727.0	102130.0	775020.0	329557.0	1143203.0	445.0	804420.0	893817.0	0.0	270787.0	124049.0	555580.0	1159602.0	16113.0	1881012.0	4342817.0	979296.0	1586822.0	29643.0	2449129.0	11855.0	104402.0	565946.0	369362.0	1558503.0	10354.0	3112887.0	225318.0	307919.0	15457.0	244689.0	442545.0	11966.0	410820.0	1921765.0	1407338.0	53628.0	1026599.0	1482811.0	582673.0	20559.0	2233657.0	1163448.0	111874.0	1180067.0	127971.0	23832.0	626817.0	1840733.0	25448.0	603689.0	1231013.0	606716.0	1368759.0	2109573.0	1573349.0	248167.0	73297.0	3857704.0	60848.0	59505.0	56781.0	11278479.0	2945492.0	99604.0	116239.0	1398082.0	914913.0	153643.0	680221.0	5917.0	5118.0	6112.0	620833.0	1169750.0	8770.0	107776.0	558799.0	109980.0	328601.0	358071.0	7328.0	10531.0	996610.0	1307531.0	3289.0	179034.0	758426.0	765194.0	3498.0	123562.0	765371.0	1023.0	252026.0	588.0	873490.0	875230.0	205195.0	0.0	14351.0	760611.0	1617534.0	46715.0	74207.0	278.0	2559832.0	3227630.0	16216.0	16732.0	211380.0	24710.0	755081.0	16029.0	770253.0	5822823.0	15671.0	0.0	684585.0	4566.0	501631.0	293.0	570940.0	321186.0	441416.0	9336.0	313813.0	1167566.0	2070041.0	5003.0	1345759.0	543699.0	837385.0	856.0	1124978.0	127335.0	8111.0	219484.0	983184.0	684861.0	3123.0	605063.0	715369.0	1331133.0	794917.0	8352.0	225168.0	1546.0	181516.0	41287.0	225973.0	801743.0	8497.0	74993.0	891.0	1038.0	666721.0	1745.0	278625.0	1194.0	515931.0	260657.0	28542.0	331360.0	1718039.0	8478.0	75974.0	131123.0	834838.0	322715.0	22053.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__SGB1798	842082.0	53302.0	0.0	0.0	373736.0	0.0	0.0	381990.0	274257.0	11789.0	662416.0	256.0	917.0	0.0	421.0	431867.0	0.0	360.0	0.0	0.0	6799.0	3147.0	4260.0	487089.0	4076.0	4499.0	1916289.0	3732.0	446780.0	4818.0	4961.0	582.0	417.0	332.0	134.0	195662.0	420989.0	686.0	0.0	0.0	384757.0	8247.0	6951.0	6860.0	10674.0	5888.0	130126.0	36139.0	0.0	12608.0	13329.0	3036056.0	9488.0	1615896.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19287.0	300054.0	0.0	256439.0	314161.0	1311.0	197702.0	612.0	66758.0	1264.0	1194.0	485.0	228997.0	0.0	0.0	0.0	133245.0	0.0	0.0	162479.0	0.0	0.0	41184.0	0.0	3199.0	94328.0	2180822.0	12438.0	457572.0	3277.0	2875.0	302287.0	36476.0	0.0	830456.0	302.0	0.0	0.0	0.0	547525.0	0.0	0.0	0.0	0.0	364310.0	779.0	1002.0	608.0	21882.0	628.0	518515.0	892.0	18061.0	866928.0	785.0	506119.0	0.0	493081.0	299932.0	31997.0	0.0	72289.0	0.0	287.0	214105.0	0.0	0.0	0.0	537309.0	182986.0	1044292.0	177868.0	0.0	195537.0	1853.0	347613.0	250.0	475972.0	314.0	138309.0	0.0	1174.0	1267.0	1141.0	0.0	0.0	0.0	0.0	0.0	300522.0	650640.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524686.0	717086.0	5820.0	2024673.0	664766.0	296.0	624136.0	0.0	11785.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4285_group	441806.0	33.0	0.0	63.0	839905.0	201308.0	352285.0	98.0	253.0	17637.0	604556.0	366395.0	2047261.0	5848.0	4866.0	272201.0	465733.0	36433.0	116853.0	384127.0	198863.0	1162259.0	16888.0	8732.0	441390.0	1683413.0	6819.0	479296.0	458193.0	9449.0	11037.0	1543597.0	4212.0	5320.0	4728.0	4860.0	1102616.0	6059.0	363810.0	720178.0	3532.0	10762.0	109665.0	8383.0	11026.0	500253.0	17714.0	5989.0	778630.0	4156230.0	15577.0	571883.0	439160.0	13707.0	442161.0	42667.0	601892.0	43500.0	11299.0	1518051.0	10471.0	9295.0	20682.0	994574.0	10967.0	185951.0	195065.0	8175.0	10114.0	813318.0	9003.0	7609.0	370071.0	7618.0	2210733.0	212829.0	5112.0	667609.0	798334.0	529433.0	5351.0	408298.0	276254.0	12412.0	5156.0	420715.0	3685.0	3184.0	3436.0	25794.0	1483965.0	652239.0	67009.0	0.0	654108.0	288.0	639750.0	376.0	570751.0	373504.0	853.0	615612.0	367300.0	9424.0	32713.0	56407.0	18370.0	945238.0	4762.0	223514.0	1293019.0	4367.0	312461.0	4682.0	3970.0	1372816.0	6855.0	3054.0	0.0	12937.0	473486.0	0.0	29985.0	0.0	25829.0	5467.0	659335.0	1390814.0	3219799.0	5642.0	19764.0	180545.0	235212.0	366712.0	15734.0	0.0	1172.0	0.0	13559.0	0.0	0.0	121221.0	134.0	0.0	0.0	0.0	3617.0	0.0	157820.0	0.0	0.0	0.0	0.0	51651.0	1499.0	220056.0	934169.0	912.0	31003.0	1407.0	809.0	343512.0	142712.0	657.0	0.0	63.0	12847.0	990382.0	5674.0	0.0	8840.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293|s__GGB3293_SGB4348|t__SGB4348	369815.0	416.0	404.0	434.0	732.0	71124.0	1656965.0	691.0	914812.0	0.0	2556040.0	3209.0	10362.0	2128.0	2017.0	157334.0	1877.0	3101.0	2193.0	158150.0	335627.0	1043637.0	3914.0	3797.0	3897.0	1065481.0	2492.0	3599.0	2953.0	4667.0	18236.0	29220.0	1996.0	3043.0	1711682.0	2293.0	1988.0	2292.0	3032.0	2425.0	1688.0	0.0	0.0	0.0	0.0	0.0	0.0	56217.0	3724.0	0.0	0.0	0.0	0.0	0.0	617.0	1148.0	0.0	1602.0	0.0	0.0	0.0	0.0	151813.0	0.0	0.0	0.0	0.0	0.0	262778.0	0.0	0.0	0.0	0.0	0.0	11632.0	2025047.0	7117.0	394468.0	958089.0	26403.0	6852.0	32690.0	146121.0	9142.0	7336.0	2862.0	0.0	87970.0	0.0	0.0	6254.0	3998.0	37877.0	0.0	1240.0	0.0	3107.0	740455.0	63.0	0.0	0.0	0.0	900842.0	0.0	617.0	0.0	4475.0	2299802.0	2820.0	2712.0	16908.0	8006.0	723366.0	2547.0	2301.0	1567.0	7500.0	157457.0	0.0	0.0	0.0	0.0	0.0	0.0	823.0	1090.0	9204.0	1852022.0	66101.0	659.0	1635.0	12297.0	0.0	0.0	0.0	233.0	63.0	410.0	65.0	5605.0	550.0	59464.0	0.0	460.0	720540.0	681.0	0.0	0.0	0.0	0.0	0.0	0.0	392253.0	73784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0	1127.0	15057.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__SGB2303	638110.0	4040.0	55618.0	4056.0	3871750.0	3385300.0	2081984.0	2376519.0	42112.0	3139.0	62941.0	9501.0	1298793.0	8121.0	7905.0	2401283.0	1081025.0	375961.0	9409.0	420346.0	285161.0	44499.0	364287.0	67612.0	125390.0	179113.0	440219.0	327455.0	2792611.0	9804.0	7435.0	1327995.0	6548.0	5150.0	7219.0	100176.0	139768.0	1547336.0	784400.0	1111897.0	141294.0	988.0	31847.0	1162.0	1756.0	778.0	601.0	7219.0	1870462.0	2206.0	2319.0	1709.0	955322.0	462387.0	0.0	131566.0	1783.0	221.0	0.0	0.0	10280.0	0.0	13390.0	70324.0	0.0	127667.0	164271.0	240228.0	47395.0	2291.0	417532.0	881.0	583.0	123649.0	512880.0	1683533.0	1003379.0	8350.0	859212.0	734496.0	22510.0	124599.0	6338.0	22752.0	7347.0	1316107.0	6484.0	51749.0	2231169.0	18054.0	3719479.0	81458.0	7921.0	271689.0	4108601.0	418548.0	1344852.0	84601.0	2258925.0	940.0	1504.0	1877.0	144574.0	224420.0	60310.0	2461223.0	1754.0	425318.0	362.0	546.0	1230.0	23116.0	299706.0	25694.0	286.0	949925.0	12931.0	547976.0	18610.0	9561.0	1506732.0	815178.0	299100.0	0.0	128443.0	294.0	453170.0	56941.0	0.0	0.0	226349.0	0.0	16530.0	975851.0	12450.0	227651.0	1837.0	40743.0	549131.0	159665.0	3514.0	15908.0	0.0	6782.0	1033319.0	1444.0	64652.0	0.0	159933.0	0.0	0.0	317073.0	50955.0	73699.0	119086.0	48799.0	42957.0	0.0	0.0	0.0	0.0	501283.0	163730.0	2693.0	87334.0	341411.0	24843.0	6560791.0	1338628.0	0.0	154922.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9758|s__GGB9758_SGB15368|t__SGB15368	505445.0	0.0	0.0	0.0	633917.0	302796.0	0.0	0.0	0.0	0.0	96162.0	1237.0	164102.0	351.0	496.0	1536.0	1000.0	8109.0	639.0	1057803.0	135218.0	1694.0	916156.0	1827.0	1951.0	517936.0	1634.0	41551.0	219591.0	2171.0	2706.0	8828.0	7372.0	8108.0	6313.0	499630.0	2139429.0	8951.0	255679.0	2651473.0	12108.0	0.0	0.0	91159.0	0.0	0.0	0.0	8773.0	9507.0	0.0	0.0	0.0	0.0	0.0	0.0	70086.0	0.0	0.0	0.0	0.0	0.0	0.0	17192.0	0.0	0.0	11883.0	17765.0	520.0	91328.0	483588.0	205643.0	391.0	0.0	97.0	2273.0	0.0	0.0	0.0	147006.0	0.0	2362.0	47660.0	0.0	6688.0	0.0	0.0	3276.0	12474.0	195682.0	3928.0	1982169.0	5941.0	3418.0	95734.0	33549.0	0.0	246635.0	25.0	0.0	0.0	0.0	0.0	78401.0	0.0	0.0	0.0	5865.0	4434157.0	4064.0	4147.0	43562.0	3333.0	26877.0	2860.0	3532.0	2791.0	3981.0	0.0	2486.0	1143.0	636973.0	2669.0	0.0	16192.0	0.0	0.0	611.0	0.0	1267.0	0.0	0.0	20086.0	984565.0	36612.0	0.0	1046660.0	2728.0	2031.0	13208.0	1833.0	2278.0	4381.0	0.0	482915.0	1215461.0	3171.0	25.0	0.0	0.0	50.0	0.0	227106.0	138007.0	28038.0	0.0	0.0	98920.0	0.0	5794.0	0.0	0.0	0.0	11057.0	1636.0	997.0	1166.0	1446.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH|t__SGB4914	554640.0	0.0	2708163.0	4284.0	9823.0	56971.0	0.0	26412.0	66451.0	0.0	9456.0	19713.0	47194.0	806616.0	1625.0	14530.0	314019.0	20457.0	44218.0	261155.0	349949.0	7829.0	1520255.0	67348.0	367457.0	169070.0	6062.0	2904104.0	170801.0	10020.0	8400.0	226262.0	4231512.0	2653985.0	214733.0	290865.0	19987.0	255189.0	2125976.0	1694897.0	197088.0	38760.0	6186.0	7290.0	46750.0	0.0	33640.0	25786.0	1401177.0	31442.0	512.0	374376.0	11516.0	16675.0	21683.0	778727.0	440276.0	4766.0	4774.0	5780.0	4340.0	3538.0	6464.0	9409.0	229517.0	832490.0	997587.0	2852.0	37429.0	17547.0	79450.0	2850.0	65027.0	3625.0	466535.0	3378.0	66600.0	14292.0	130975.0	28209.0	12960.0	192600.0	6959.0	798.0	30835.0	624403.0	492.0	7357.0	826169.0	9367.0	137891.0	105288.0	5502.0	669845.0	151569.0	0.0	67516.0	22268.0	75544.0	417739.0	0.0	1616.0	26709.0	409946.0	0.0	112302.0	153735.0	258598.0	565216.0	7600204.0	26942.0	12106.0	201353.0	12846.0	13474.0	52270.0	46061.0	13724.0	40617.0	58564.0	29729.0	0.0	40605.0	24177.0	4245.0	437.0	556363.0	983782.0	22971.0	1244.0	10260.0	189000.0	271362.0	9658.0	13973.0	108.0	1104.0	27412.0	145013.0	210252.0	0.0	162265.0	20014.0	371524.0	164218.0	90944.0	0.0	0.0	1056.0	0.0	3774.0	587308.0	107308.0	39031.0	2291979.0	7659.0	102004.0	2989.0	9098.0	7376.0	13466.0	7730.0	8335.0	12036.0	7261.0	157779.0	878009.0	7610.0	9904.0	0.0	2154.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15249	249600.0	0.0	0.0	0.0	96206.0	105979.0	20978.0	0.0	0.0	1426.0	1491607.0	2101.0	1076327.0	2375.0	1753.0	2327.0	1984.0	2596.0	1917.0	60918.0	90149.0	3017.0	104848.0	743410.0	740.0	43745.0	227.0	10551.0	138923.0	919.0	768.0	1175.0	529.0	1014.0	597.0	234852.0	518463.0	934.0	83512.0	182311.0	27559.0	0.0	0.0	0.0	0.0	0.0	434.0	754.0	129530.0	0.0	0.0	0.0	0.0	0.0	0.0	245398.0	0.0	6442.0	0.0	0.0	0.0	0.0	25615.0	0.0	0.0	14459.0	20525.0	0.0	156077.0	0.0	26557.0	0.0	0.0	0.0	67533.0	0.0	0.0	0.0	87427.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	64.0	8410.0	37408.0	693.0	531865.0	15481.0	0.0	2536.0	244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	190208.0	0.0	0.0	217009.0	0.0	10281.0	0.0	0.0	0.0	0.0	1356.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52143.0	0.0	0.0	0.0	375.0	0.0	28263.0	64929.0	0.0	0.0	0.0	0.0	29605.0	0.0	0.0	11736.0	0.0	0.0	276079.0	61.0	0.0	0.0	0.0	0.0	0.0	12155.0	123115.0	111585.0	0.0	0.0	5118.0	0.0	0.0	0.0	0.0	0.0	60774.0	0.0	0.0	0.0	1508.0	1346339.0	907.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis|t__SGB4925	481507.0	0.0	0.0	18176.0	12123.0	0.0	334080.0	378443.0	103861.0	20373.0	1235780.0	652069.0	322143.0	342443.0	376835.0	1326258.0	14702.0	278375.0	3230361.0	4650226.0	46823.0	2557707.0	1188515.0	766877.0	3458827.0	3948843.0	29580.0	7501051.0	577656.0	46249.0	39723.0	2313479.0	99809.0	11049.0	2492109.0	10147.0	939626.0	13894.0	640275.0	467063.0	453948.0	157319.0	198137.0	2341487.0	31386.0	236897.0	157321.0	16393.0	46773.0	238987.0	465078.0	1022908.0	1581072.0	7692531.0	6486407.0	793347.0	1293452.0	168163.0	263677.0	5129578.0	53736.0	55470.0	668648.0	2429386.0	878375.0	12915.0	15033.0	9530.0	831986.0	28537.0	620865.0	812481.0	7527.0	6468.0	1533488.0	215953.0	126085.0	695816.0	22760.0	2333237.0	20438.0	888360.0	863692.0	3054727.0	1112740.0	369072.0	2470.0	268609.0	805218.0	676345.0	434498.0	19143.0	208304.0	423523.0	55207.0	879991.0	414783.0	632201.0	1609296.0	132626.0	1000829.0	320195.0	368970.0	480.0	435476.0	72947.0	18822.0	180724.0	4300440.0	58123.0	285469.0	27833.0	787595.0	12526.0	447169.0	1460021.0	3088684.0	734129.0	120348.0	200342.0	137634.0	21893.0	2437585.0	186535.0	185302.0	64017.0	1294162.0	1296.0	143377.0	49233.0	21288.0	83184.0	0.0	409683.0	550408.0	19427.0	3472655.0	1529313.0	761184.0	8182.0	114545.0	349846.0	67655.0	7461.0	1695306.0	1450772.0	920.0	1472.0	1258010.0	135885.0	0.0	9057.0	15931.0	159863.0	3720.0	3236.0	286035.0	4227.0	29369.0	476878.0	3094566.0	471220.0	214173.0	14945.0	3749.0	881746.0	191988.0	11718.0	10559.0	0.0	5380.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15356	283387.0	0.0	0.0	0.0	632070.0	53357.0	0.0	0.0	6393.0	0.0	280321.0	715.0	958104.0	334.0	297.0	440.0	188.0	755.0	483.0	959.0	115126.0	0.0	18702.0	649557.0	0.0	5643.0	0.0	6220.0	1399.0	211.0	242.0	987.0	866.0	731.0	474.0	203723.0	1002229.0	1317.0	685.0	919.0	464.0	0.0	0.0	0.0	0.0	0.0	0.0	531.0	814.0	0.0	0.0	0.0	0.0	0.0	0.0	212687.0	0.0	0.0	100.0	0.0	0.0	0.0	35231.0	0.0	0.0	13991.0	13810.0	0.0	66024.0	0.0	143703.0	0.0	0.0	0.0	18383.0	0.0	0.0	0.0	28991.0	0.0	0.0	0.0	0.0	502.0	0.0	0.0	229.0	5458.0	0.0	0.0	343145.0	0.0	0.0	2340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41926.0	0.0	0.0	47692.0	0.0	125066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14589.0	0.0	0.0	0.0	0.0	5740.0	48925.0	0.0	0.0	0.0	0.0	0.0	111136.0	0.0	0.0	9334.0	0.0	238.0	598533.0	337.0	0.0	0.0	0.0	0.0	0.0	0.0	34156.0	240297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206656.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_massiliensis|t__SGB1812	495419.0	305117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	858886.0	6843.0	620033.0	7241.0	5559.0	6631.0	5929.0	6529.0	6084.0	1411978.0	9499.0	5589.0	5472.0	231047.0	5053.0	1442458.0	4531.0	2464461.0	5987.0	6901.0	5440.0	1648.0	1291.0	1639.0	720867.0	1523.0	1547.0	2320.0	996750.0	91489.0	579.0	2877099.0	9382607.0	50323.0	61711.0	55586.0	49617.0	2063.0	3476701.0	81138.0	8972678.0	5479061.0	62730.0	62169.0	269.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	660851.0	0.0	550731.0	534130.0	3124.0	2876.0	3000.0	284743.0	2580.0	1652.0	2413.0	414724.0	0.0	0.0	0.0	409240.0	0.0	0.0	146901.0	0.0	0.0	55099.0	0.0	170.0	436.0	532615.0	832.0	0.0	133.0	40365.0	2283693.0	1519.0	2815.0	3366.0	1787223.0	1118965.0	0.0	0.0	0.0	0.0	0.0	133772.0	0.0	6031.0	4635.0	219925.0	3308.0	2877.0	4531.0	4276.0	977674.0	3089.0	2530882.0	4249.0	0.0	0.0	0.0	1338309.0	107759.0	0.0	0.0	7983.0	6450.0	447676.0	6299.0	3830.0	6843.0	4890699.0	453796.0	0.0	623959.0	0.0	734.0	729.0	799.0	76.0	822.0	1428545.0	831.0	6187.0	670.0	970.0	971.0	8653821.0	7018.0	6920.0	20819.0	155143.0	0.0	183007.0	107806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1747077.0	448538.0	2121.0	2122.0	1974354.0	17944.0	16214.0	0.0	204957.0
